No,category,problem,group,article_no,article_link,title,authors,publish_date,image_url,Institution_name,Supplier_name,Item,Date_order,Date_payments,Unit_price,Quantity,UOM,order_num,pay_num
39319,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Mangaliso Projects,PPE021 Sanitising of buildings,,2020-08-10,1.00,282000,Other UOM,282000,282000
39320,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Mpale Investments Holdings,PPE021 Sanitising of buildings,,2020-08-10,1.00,283876,Other UOM,283876,283876
39321,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Zendalo Hr Consulting,PPE021 Sanitising of buildings,,2020-10-15,1.00,283900,Other UOM,283900,283900
39322,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Mpale Investments Holdings,PPE021 Sanitising of buildings,,2020-08-10,1.00,284337,Other UOM,284337,284337
39323,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Industrial Fan Engineering,PPE021 Sanitising of buildings,,2020-08-10,1.00,284350,Other UOM,284350,284350
39324,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Gidigidi Building Construction,PPE021 Sanitising of buildings,,2020-08-10,1.00,284395,Other UOM,284395,284395
39325,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Top Six Trading,PPE021 Sanitising of buildings,,2020-10-15,12.00,284500,Other UOM,3414000,3414000
39326,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Magic Engineers,PPE021 Sanitising of buildings,,2020-10-28,14.00,284500,Other UOM,3983000,3983000
39327,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Mpale Investments Holdings,PPE021 Sanitising of buildings,,2020-08-10,1.00,284623,Other UOM,284623,284623
39328,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Fgrg Holdings,PPE021 Sanitising of buildings,,2020-08-10,1.00,284765,Other UOM,284765,284765
39329,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Abitek Trading,PPE021 Sanitising of buildings,,2020-08-10,1.00,285000,Other UOM,285000,285000
39330,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Dikwankwetla 213,PPE021 Sanitising of buildings,,2020-08-10,1.00,285000,Other UOM,285000,285000
39331,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Many Money Trading 51,PPE021 Sanitising of buildings,,2020-08-10,1.00,285000,Other UOM,285000,285000
39332,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Centi Holdings,PPE021 Sanitising of buildings,,2020-09-10,1.00,285000,Other UOM,285000,285000
39333,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Kalako Developers Civil And Secu,PPE021 Sanitising of buildings,,2020-09-10,3.00,285000,Other UOM,855000,855000
39334,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Limgroup Consulting Services,PPE021 Sanitising of buildings,,2020-09-10,1.00,285000,Other UOM,285000,285000
39335,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Nebetca Trading,PPE021 Sanitising of buildings,,2020-09-10,2.00,285000,Other UOM,570000,570000
39336,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,"Radinkwe Transport,Logistics And",PPE021 Sanitising of buildings,,2020-12-11,1.00,285000,Other UOM,285000,285000
39337,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Sizisa Ukhanyo Trading 116,PPE021 Sanitising of buildings,,2020-12-11,1.00,285000,Other UOM,285000,285000
39338,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Eavesdrop Trading 12,PPE021 Sanitising of buildings,,2020-10-14,1.00,285000,Other UOM,285000,285000
39339,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Seasons Find 643,PPE021 Sanitising of buildings,,2020-10-14,1.00,285000,Other UOM,285000,285000
39340,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Zendalo Hr Consulting,PPE021 Sanitising of buildings,,2020-10-15,1.00,285000,Other UOM,285000,285000
39341,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Coalition Trading 414,PPE021 Sanitising of buildings,,2020-11-19,1.00,285000,Other UOM,285000,285000
39342,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Kmm Travels,PPE021 Sanitising of buildings,,2020-11-19,1.00,285000,Other UOM,285000,285000
39343,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Runashi Trading,PPE021 Sanitising of buildings,,2020-10-21,1.00,285000,Other UOM,285000,285000
39344,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Terajo Trading And Projects,PPE021 Sanitising of buildings,,2020-11-25,2.00,285000,Other UOM,570000,570000
39345,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Basetsana Ba Kopane Bookshop Ent,PPE021 Sanitising of buildings,,2020-10-28,2.00,285000,Other UOM,570000,570000
39346,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Mapokane Enterprise Bookshop And,PPE021 Sanitising of buildings,,2020-10-28,1.00,285000,Other UOM,285000,285000
39347,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Msp Trading 261,PPE021 Sanitising of buildings,,2020-10-28,1.00,285000,Other UOM,285000,285000
39348,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Tona Trading Enterprise,PPE021 Sanitising of buildings,,2020-10-28,1.00,285000,Other UOM,285000,285000
39349,Orders flagged by media,Fogging,Gauteng Education sanitising schools,article3,https://www.dailymaverick.co.za/article/2021-08-26-the-great-covid-19-swindle-part-two-gauteng-department-of-education-and-the-r431m-school-sanitation-project/,The great Covid-19 swindle (Part Two): Gauteng Departme...,Mark Heywood,2021-08-26,https://www.dailymaverick.co.za/wp-content/uploads/2021/08/Mark-Fogging-01-copy-scaled.jpg?w=1280,Education,Vengarex,PPE021 Sanitising of buildings,,2020-10-28,1.00,285000,Other UOM,285000,285000
